Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",OBC,Gender-Neutral,15196,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",Open,Female-Only,13862,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",OBC,Female-Only,15422,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",SC,Female-Only,25613,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",ST,Gender-Neutral,93810,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",NT,Female-Only,95619,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",Open,Gender-Neutral,71361,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",VJ,Female-Only,42413,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Computer Science and
Engineering",OBC,Gender-Neutral,101841,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Computer Science and
Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,Open,Gender-Neutral,19526,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,SC,Gender-Neutral,37565,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,VJ,Gender-Neutral,26939,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,NT,Gender-Neutral,26676,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,OBC,Gender-Neutral,20546,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,Open,Female-Only,17697,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,OBC,Female-Only,17917,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,SC,Female-Only,33446,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,ST,Gender-Neutral,70085,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,NT,Gender-Neutral,24105,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,NT,Female-Only,30178,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,Open,Gender-Neutral,101242,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,OBC,Gender-Neutral,113116,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Information Technology",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",Open,Gender-Neutral,52831,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",SC,Gender-Neutral,66416,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",VJ,Gender-Neutral,80109,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",OBC,Gender-Neutral,54163,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",Open,Female-Only,46107,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",OBC,Female-Only,49801,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",SC,Female-Only,64394,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",ST,Gender-Neutral,94732,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",NT,Gender-Neutral,53997,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electrical Engg[Electronics
and Power]",NT,Gender-Neutral,61755,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electrical Engg[Electronics
and Power]",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",Open,Gender-Neutral,33662,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",SC,Gender-Neutral,51008,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Gender-Neutral,52986,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,36753,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",Open,Female-Only,34208,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",OBC,Female-Only,34988,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",SC,Female-Only,47231,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",ST,Gender-Neutral,110733,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Female-Only,34744,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Gender-Neutral,37986,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Gender-Neutral,44928,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Female-Only,38234,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",Open,Gender-Neutral,141925,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",VJ,Female-Only,64594,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Electronics and
Telecommunication Engg",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,Open,Gender-Neutral,64742,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Mechanical Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,SC,Gender-Neutral,98947,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Mechanical Engineering",Maharashtra
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,VJ,Gender-Neutral,100540,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon - Mechanical Engineering",Maharashtra
